Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional,NFL_id
Paul McQuistan,OT,Weber State,,6-6,312,5.07,29.5,28.0,110.0,7.72,4.62,Oakland Raiders / 3rd / 69th pick / 2006,McQuPa21,9655
Robin Meadow,OG,Michigan State,,6-5,324,5.4,24.0,29.0,99.0,7.94,4.73,,-9999,N/A
Vincent Meeks,S,Texas Tech,College Stats,5-11,210,4.85,33.0,11.0,112.0,,,,-9999,N/A
Erik Meyer,QB,East. Washington,,6-1,210,4.67,32.5,,112.0,6.83,4.12,,-9999,N/A
Garrett Mills,FB,Tulsa,College Stats,6-1,241,4.64,35.5,23.0,111.0,6.81,4.05,New England Patriots / 4th / 106th pick / 2006,MillGa01,9692
Jeremy Mincey,DE,Florida,College Stats,6-3,259,4.76,33.5,27.0,116.0,6.99,4.25,New England Patriots / 6th / 191st pick / 2006,MincJe99,9777
DeMario Minter,CB,Georgia,College Stats,5-11,190,4.52,38.5,10.0,131.0,6.87,4.1,Cleveland Browns / 5th / 152nd pick / 2006,-9999,N/A
Anthony Mix,WR,Auburn,College Stats,6-4,235,4.48,31.5,,111.0,,,,MixxAn00,10220
Will Montgomery,C,Virginia Tech,,6-3,312,5.12,29.5,35.0,104.0,7.4,4.43,Carolina Panthers / 7th / 234th pick / 2006,MontWi20,9820
DonTrell Moore,RB,New Mexico,College Stats,5-10,210,4.64,32.0,18.0,116.0,7.1,4.32,,-9999,N/A
Sinorice Moss,WR,Miami (FL),College Stats,5-8,185,4.38,,,,,,New York Giants / 2nd / 44th pick / 2006,MossSi00,9630
Jeff Mullins,LS,Marshall,College Stats,6-2,247,5.03,,21.0,,,,,-9999,N/A
Martin Nance,WR,Miami (OH),College Stats,6-4,213,4.55,33.5,,112.0,6.91,4.08,,NancMa00,10366
Terna Nande,OLB,Miami (OH),College Stats,6-0,232,4.51,39.0,41.0,124.0,6.97,4.11,Tennessee Titans / 5th / 137th pick / 2006,NandTe20,9723
Javon Nanton,DE,Miami (FL),College Stats,6-3,250,4.8,28.5,22.0,108.0,,,,-9999,N/A
Khalid Naziruddin,CB,Texas Tech,College Stats,5-9,185,4.64,38.5,17.0,119.0,,,,-9999,N/A
Barrick Nealy,QB,Texas State,,6-4,226,4.57,32.5,,114.0,6.94,4.26,,-9999,N/A
Haloti Ngata,DT,Oregon,College Stats,6-4,338,5.13,31.5,37.0,110.0,7.95,4.65,Baltimore Ravens / 1st / 12th pick / 2006,NgatHa20,9598
A.J. Nicholson,OLB,Florida State,College Stats,6-1,252,4.88,,25.0,116.0,7.37,4.43,Cincinnati Bengals / 5th / 157th pick / 2006,NichA.20,N/A
Rob Ninkovich,DE,Purdue,College Stats,6-3,260,4.91,34.5,23.0,116.0,6.96,4.18,New Orleans Saints / 5th / 135th pick / 2006,NinkRo20,9721
Jerious Norwood,RB,Mississippi State,College Stats,6-0,210,4.4,36.5,15.0,122.0,6.81,4.25,Atlanta Falcons / 3rd / 79th pick / 2006,NorwJe00,9665
Ryan O'Callaghan,OT,California,,6-7,344,5.39,25.0,21.0,92.0,,,New England Patriots / 5th / 136th pick / 2006,OCalRy20,N/A
Ben Obomanu,WR,Auburn,College Stats,6-1,205,4.45,38.0,,116.0,7.17,4.21,Seattle Seahawks / 7th / 249th pick / 2006,ObomBe00,9835
Quinn Ojinnaka,OT,Syracuse,,6-5,309,5.44,28.5,21.0,102.0,8.45,5.11,Atlanta Falcons / 5th / 139th pick / 2006,OjinQu20,9725
Melvin Oliver,DE,LSU,College Stats,6-3,276,5.08,,,,,,San Francisco 49ers / 6th / 197th pick / 2006,OlivMe20,9783
Thomas Olmsted,P,Troy,College Stats,6-4,214,5.18,,,,,,,-9999,N/A
Drew Olson,QB,UCLA,College Stats,6-2,222,5.09,23.0,,97.0,,4.42,,-9999,N/A
Chijioke Onyenegecha,CB,Oklahoma,College Stats,6-1,215,4.55,34.5,16.0,118.0,,,,-9999,N/A
Jonathan Orr,WR,Wisconsin,College Stats,6-2,198,4.44,35.5,,119.0,7.31,4.16,Tennessee Titans / 6th / 172nd pick / 2006,-9999,N/A
Babatunde Oshinowo,DT,Stanford,,6-2,304,5.27,32.0,33.0,105.0,7.87,4.54,Cleveland Browns / 6th / 181st pick / 2006,OshiBa20,N/A
Jarrad Page,S,UCLA,College Stats,6-0,239,4.63,38.0,,127.0,6.68,4.14,Kansas City Chiefs / 7th / 228th pick / 2006,PageJa20,9814
Kai Parham,ILB,Virginia,College Stats,6-3,256,4.98,35.0,30.0,116.0,7.35,4.33,,-9999,N/A
Sam Paulescu,P,Oregon State,College Stats,6-0,190,4.98,,,,,,,PaulSa20,11223
Domata Peko,DT,Michigan State,College Stats,6-3,307,5.27,28.5,25.0,103.0,7.69,4.49,Cincinnati Bengals / 4th / 123rd pick / 2006,PekoDo20,9709
Donald Penn,OT,Utah State,College Stats,6-4,317,5.05,,21.0,,,,,PennDo20,10062
Terrance Pennington,OT,New Mexico,,6-7,325,5.39,28.5,28.0,102.0,,,Buffalo Bills / 7th / 216th pick / 2006,PennTe20,N/A
Charlie Peprah,S,Alabama,College Stats,5-11,206,4.66,37.5,15.0,119.0,6.81,4.09,New York Giants / 5th / 158th pick / 2006,PeprCh20,9744
Marvin Philip,C,California,,6-1,307,5.24,27.0,27.0,96.0,7.85,4.69,Pittsburgh Steelers / 6th / 201st pick / 2006,-9999,N/A
Anwar Phillips,CB,Penn State,College Stats,6-0,193,4.6,,,,,,,PhilAn21,N/A
Paul Pinegar,QB,Fresno State,College Stats,6-5,232,5.1,29.0,,110.0,7.36,4.49,,-9999,N/A
David Pittman,CB,NW State (LA),,5-11,182,4.44,36.0,14.0,128.0,,4.23,Baltimore Ravens / 3rd / 87th pick / 2006,PittDa99,9673
Ryan Plackemeier,P,Wake Forest,College Stats,6-3,253,5.2,,,,,,Seattle Seahawks / 7th / 239th pick / 2006,PlacRy20,9825
Jason Pociask,TE,Wisconsin,College Stats,6-3,266,4.84,32.5,23.0,115.0,7.31,4.3,New York Jets / 5th / 150th pick / 2006,PociJa00,9736
Bernard Pollard,S,Purdue,College Stats,6-2,224,4.57,36.5,,131.0,,,Kansas City Chiefs / 2nd / 54th pick / 2006,PollBe20,9640
Leonard Pope,TE,Georgia,College Stats,6-8,258,4.62,37.5,22.0,118.0,7.47,4.67,Arizona Cardinals / 3rd / 72nd pick / 2006,PopeLe00,9658
Quinton Porter,QB,Boston Col.,College Stats,6-5,233,4.67,33.5,,116.0,6.76,4.1,,-9999,13764
Donovan Raiola,C,Wisconsin,,6-2,300,5.55,25.0,20.0,90.0,8.17,4.97,,RaioDo00,N/A
Troy Reddick,OG,Auburn,,6-5,334,5.57,,21.0,,7.92,4.82,,-9999,N/A
Willie Reid,WR,Florida State,College Stats,5-10,188,4.34,37.5,,117.0,7.06,4.26,Pittsburgh Steelers / 3rd / 95th pick / 2006,ReidWi00,9681
Matthew Rice,DE,Penn State,,6-4,271,4.89,,,,7.6,4.34,,-9999,N/A
Gerald Riggs,RB,Tennessee,College Stats,5-11,232,4.62,,,,,,,-9999,N/A
Freddie Roach,ILB,Alabama,College Stats,6-2,257,4.93,34.0,,111.0,7.49,4.42,,-9999,N/A
Dale Robinson,ILB,Arizona State,College Stats,6-0,231,4.76,33.0,18.0,108.0,7.29,4.3,,-9999,N/A
Michael Robinson,WR,Penn State,College Stats,6-1,227,4.57,,,,,,San Francisco 49ers / 4th / 100th pick / 2006,RobiMi00,9686
Cory Rodgers,WR,TCU,College Stats,6-0,188,4.58,33.5,,110.0,7.37,4.19,Green Bay Packers / 4th / 104th pick / 2006,-9999,N/A
Dennis Roland,OT,Georgia,,6-10,328,5.28,,19.0,,,,,RolaDe20,10377
Richie Ross,WR,Nebraska-Kearney,,6-4,209,4.61,37.0,,120.0,6.95,4.29,,-9999,N/A
Pat Ross,C,Boston Col.,,6-3,301,4.99,,23.0,,,,,-9999,N/A
Cory Ross,RB,Nebraska,College Stats,5-6,201,4.58,,15.0,,,,,RossCo00,10321
Derrick Ross,RB,Tarleton State,,5-10,226,4.56,35.0,20.0,112.0,7.0,4.35,,RossDe00,10349
Frostee Rucker,DE,USC,College Stats,6-3,267,4.88,29.5,,110.0,,,Cincinnati Bengals / 3rd / 91st pick / 2006,RuckFr99,9677
DeMeco Ryans,OLB,Alabama,College Stats,6-1,236,4.65,39.0,23.0,129.0,7.19,4.17,Houston Texans / 2nd / 33rd pick / 2006,RyanDe20,9619
Nate Salley,S,Ohio State,College Stats,6-2,216,4.63,40.0,14.0,123.0,6.79,4.15,Carolina Panthers / 4th / 121st pick / 2006,SallNa20,9707
Tony Scheffler,TE,West. Michigan,College Stats,6-5,254,4.54,33.5,17.0,115.0,6.81,4.01,Denver Broncos / 2nd / 61st pick / 2006,ScheTo00,9647
Anthony Schlegel,ILB,Ohio State,College Stats,6-0,250,4.88,32.0,21.0,111.0,7.41,4.38,New York Jets / 3rd / 76th pick / 2006,SchlAn20,9662
Jon Scifres,K,Missouri State,,6-1,224,5.0,,,,,,,-9999,N/A
Jonathan Scott,OT,Texas,College Stats,6-6,315,5.32,24.5,,101.0,7.73,4.85,Detroit Lions / 5th / 141st pick / 2006,ScotJo22,9727
Mark Setterstrom,OG,Minnesota,,6-4,314,5.38,26.5,19.0,100.0,7.63,4.53,St. Louis Rams / 7th / 242nd pick / 2006,SettMa20,9828
D.J. Shockley,QB,Georgia,College Stats,6-1,214,4.56,37.5,,121.0,7.07,4.17,Atlanta Falcons / 7th / 223rd pick / 2006,-9999,N/A
Kevin Simon,OLB,Tennessee,College Stats,5-10,235,4.89,28.0,26.0,103.0,7.69,4.32,Washington Redskins / 7th / 250th pick / 2006,-9999,N/A
Ko Simpson,S,South Carolina,College Stats,6-1,209,4.45,40.5,11.0,122.0,7.09,4.17,Buffalo Bills / 4th / 105th pick / 2006,SimpKo20,9691
Ernie Sims,OLB,Florida State,College Stats,5-11,231,4.5,41.0,25.0,125.0,7.31,4.22,Detroit Lions / 1st / 9th pick / 2006,SimsEr20,9595
Rob Sims,OG,Ohio State,,6-3,307,5.25,,27.0,,,,Seattle Seahawks / 4th / 128th pick / 2006,SimsRo20,9714
Dwayne Slay,S,Texas Tech,College Stats,6-3,216,4.78,32.5,,112.0,,,,-9999,N/A
Kent Smith,QB,Central Michigan,College Stats,6-5,216,4.57,35.0,,122.0,7.41,4.47,,-9999,N/A
LeKevin Smith,DT,Michigan State,,6-3,316,4.97,30.5,30.0,109.0,7.93,4.92,,-9999,9792
Anthony Smith,S,Syracuse,College Stats,6-0,194,4.71,41.0,18.0,125.0,6.75,4.35,Pittsburgh Steelers / 3rd / 83rd pick / 2006,SmitAn21,9669
Brad Smith,WR,Missouri,College Stats,6-2,213,4.46,39.5,,128.0,7.0,4.33,New York Jets / 4th / 103rd pick / 2006,SmitBr01,9689
Eric Smith,S,Michigan State,College Stats,6-1,209,4.63,40.0,21.0,127.0,6.89,4.1,New York Jets / 3rd / 97th pick / 2006,SmitEr22,9683
Clinton Solomon,WR,Iowa,College Stats,6-3,214,4.58,33.0,,114.0,7.17,4.46,,-9999,N/A
Isaac Sowells,OG,Indiana,,6-3,324,5.15,28.5,20.0,101.0,8.13,4.98,Cleveland Browns / 4th / 112th pick / 2006,SoweIs20,9698
Charles Spencer,OG,Pittsburgh,,6-5,352,5.25,,30.0,,,,Houston Texans / 3rd / 65th pick / 2006,SpenCh20,8441
Jason Spitz,OG,Louisville,College Stats,6-3,313,5.4,28.5,25.0,102.0,7.82,4.55,Green Bay Packers / 3rd / 75th pick / 2006,SpitJa20,9661
Montavious Stanley,DT,Louisville,College Stats,6-2,313,5.12,29.0,,106.0,8.06,4.6,Dallas Cowboys / 6th / 182nd pick / 2006,StanMo20,9768
Joel Stelly,P,La-Monroe,College Stats,5-10,197,4.68,,,,,,,-9999,N/A
Adam Stenavich,OG,Michigan,,6-4,310,5.6,,24.0,,,,,-9999,N/A
Dan Stevenson,OG,Notre Dame,,6-5,300,5.36,24.5,24.0,100.0,7.58,4.59,New England Patriots / 6th / 205th pick / 2006,-9999,N/A
Maurice Stovall,WR,Notre Dame,College Stats,6-4,217,4.57,35.0,,122.0,6.81,4.14,Tampa Bay Buccaneers / 3rd / 90th pick / 2006,StovMa00,9676
Zach Strief,OT,Northwestern,College Stats,6-8,330,5.38,21.0,19.0,94.0,8.01,4.83,New Orleans Saints / 7th / 210th pick / 2006,StriZa20,9796
Boone Stutz,LS,Texas A&M,College Stats,6-6,259,5.06,,,,,,,StutBo00,10343
Quinn Sypniewski,TE,Colorado,College Stats,6-6,268,4.77,32.5,20.0,114.0,7.09,4.52,Baltimore Ravens / 5th / 166th pick / 2006,SypnQu00,9752
Naufahu Tahi,FB,BYU,College Stats,6-0,254,4.85,29.0,35.0,101.0,7.72,4.7,,TahiNa00,10246
Darryl Tapp,DE,Virginia Tech,College Stats,6-2,252,4.83,33.0,27.0,109.0,7.31,4.48,Seattle Seahawks / 2nd / 63rd pick / 2006,TappDa20,9649
Gavin Tarquinio,LS,Georgia Tech,College Stats,6-3,253,4.88,,18.0,,,,,-9999,N/A
Tony Tella,OG,Miami (FL),,6-4,307,5.44,24.5,24.0,97.0,8.17,4.84,,-9999,N/A
David Thomas,TE,Texas,College Stats,6-3,252,4.67,37.5,19.0,113.0,7.05,4.34,New England Patriots / 3rd / 86th pick / 2006,ThomDa02,9672
Joe Toledo,OT,Washington,,6-5,337,5.11,,32.0,,,,Miami Dolphins / 4th / 114th pick / 2006,-9999,N/A
John Torp,P,Colorado,College Stats,6-2,212,4.73,,,,,,,-9999,N/A
Michael Toudouze,OT,TCU,,6-6,303,5.12,26.5,23.0,100.0,7.45,4.7,Indianapolis Colts / 5th / 162nd pick / 2006,ToudMi20,N/A
Anthony Trucks,OLB,Oregon,College Stats,6-1,233,4.76,37.0,22.0,125.0,7.0,4.14,,-9999,N/A
Jeremy Trueblood,OT,Boston Col.,,6-8,316,5.25,27.5,20.0,96.0,7.82,4.68,Tampa Bay Buccaneers / 2nd / 59th pick / 2006,TrueJe20,9645
Stephen Tulloch,ILB,North Carolina State,College Stats,5-11,241,4.84,33.5,27.0,113.0,7.19,4.15,Tennessee Titans / 4th / 116th pick / 2006,TullSt20,9702
Cameron Vaughn,OLB,LSU,College Stats,6-4,235,4.65,32.0,17.0,117.0,7.24,4.22,,-9999,N/A
Marcus Vick,QB,Virginia Tech,College Stats,6-0,200,4.47,36.0,,117.0,6.94,4.08,,VickMa20,N/A
Lawrence Vickers,FB,Colorado,College Stats,6-0,245,4.82,30.5,21.0,104.0,7.74,4.63,Cleveland Browns / 6th / 180th pick / 2006,VickLa00,9766
John Walker,CB,USC,College Stats,6-0,205,4.62,40.0,,125.0,,4.16,,-9999,N/A
Delanie Walker,WR,Central Missouri State,,6-1,240,4.49,36.5,,118.0,,,San Francisco 49ers / 6th / 175th pick / 2006,WalkHu00,9761
Cooper Wallace,TE,Auburn,College Stats,6-4,261,4.78,29.0,21.0,105.0,7.29,4.21,,WallCo00,10378
Scott Ware,S,USC,College Stats,6-1,218,4.7,37.0,15.0,115.0,7.05,4.25,,-9999,N/A
Leon Washington,RB,Florida State,College Stats,5-8,201,4.42,32.5,17.0,105.0,6.94,4.37,New York Jets / 4th / 117th pick / 2006,WashLe00,9703
Pat Watkins,S,Florida State,College Stats,6-5,211,4.42,41.0,14.0,133.0,,,Dallas Cowboys / 5th / 138th pick / 2006,WatkPa20,9724
Todd Watkins,WR,BYU,College Stats,6-2,202,4.4,36.0,15.0,118.0,7.13,4.24,Arizona Cardinals / 7th / 218th pick / 2006,WatkTo20,9804
Gabe Watson,DT,Michigan,,6-3,339,5.27,25.0,36.0,96.0,8.28,4.8,Arizona Cardinals / 4th / 107th pick / 2006,WatsGa20,9693
Steve Weatherford,P,Illinois,College Stats,6-2,217,4.82,,,,,,,WeatSt20,10127
Dee Webb,CB,Florida,,5-11,183,4.41,36.5,,121.0,,,Jacksonville Jaguars / 7th / 236th pick / 2006,WebbDe20,9822
Jeff Webb,WR,San Diego State,College Stats,6-2,211,4.4,37.0,,126.0,6.81,4.08,Kansas City Chiefs / 6th / 190th pick / 2006,WebbJe00,9776
Stefon Wheeler,OT,Michigan State,College Stats,6-5,339,5.73,19.5,,74.0,8.09,4.86,,-9999,N/A
Guy Whimper,OT,East Carolina,College Stats,6-5,304,4.96,29.0,26.0,102.0,7.38,4.59,New York Giants / 4th / 129th pick / 2006,WhimGu20,9715
LenDale White,RB,USC,College Stats,6-0,238,4.49,,,,,,Tennessee Titans / 2nd / 45th pick / 2006,WhitLe01,9631
Terrence Whitehead,RB,Oregon,College Stats,5-10,209,4.69,30.5,,108.0,7.21,4.27,,-9999,N/A
Charlie Whitehurst,QB,Clemson,College Stats,6-5,223,4.75,33.0,,112.0,7.0,4.11,San Diego Chargers / 3rd / 81st pick / 2006,WhitCh02,9667
E.J. Whitley,OT,UNLV,College Stats,6-5,309,5.35,25.0,16.0,101.0,7.53,4.79,Dallas Cowboys / 7th / 224th pick / 2006,-9999,N/A
Donte Whitner,S,Ohio State,College Stats,5-10,204,4.4,40.0,18.0,132.0,,,Buffalo Bills / 1st / 8th pick / 2006,WhitDo20,9594
Andrew Whitworth,OT,LSU,,6-7,334,5.16,30.5,28.0,112.0,8.23,4.83,Cincinnati Bengals / 2nd / 55th pick / 2006,WhitAn20,9641
Gerris Wilkinson,ILB,Georgia Tech,College Stats,6-3,233,4.66,39.0,19.0,122.0,7.21,4.17,New York Giants / 3rd / 96th pick / 2006,WilkGe20,9682
T.J. Williams,TE,North Carolina State,College Stats,6-2,269,4.72,34.0,25.0,111.0,7.49,4.54,Tampa Bay Buccaneers / 6th / 202nd pick / 2006,-9999,14158
Brandon Williams,WR,Wisconsin,College Stats,5-9,179,4.48,34.5,,115.0,6.87,4.07,San Francisco 49ers / 3rd / 84th pick / 2006,WillBr01,9670
DeAngelo Williams,RB,Memphis,College Stats,5-9,214,4.45,35.5,25.0,121.0,,,Carolina Panthers / 1st / 27th pick / 2006,WillDe02,9613
Demetrius Williams,WR,Oregon,College Stats,6-2,197,4.52,38.0,,127.0,6.84,4.08,Baltimore Ravens / 4th / 111th pick / 2006,WillDe03,9697
Jamar Williams,OLB,Arizona State,College Stats,6-0,236,4.59,37.0,,120.0,7.03,4.29,Chicago Bears / 4th / 120th pick / 2006,WillJa21,9706
Jimmy Williams,CB,Virginia Tech,College Stats,6-2,213,4.44,,,,,,Atlanta Falcons / 2nd / 37th pick / 2006,WillJi23,9623
Leon Williams,ILB,Miami (FL),College Stats,6-3,245,4.54,,25.0,,,,Cleveland Browns / 4th / 110th pick / 2006,WillLe20,9696
Mario Williams,DE,North Carolina State,College Stats,6-7,295,4.7,40.5,35.0,120.0,7.19,4.36,Houston Texans / 1st / 1st pick / 2006,WillMa22,9587
Travis Wilson,WR,Oklahoma,College Stats,6-2,214,4.47,36.5,,120.0,6.7,3.99,Cleveland Browns / 3rd / 78th pick / 2006,WilsTr00,9664
Kamerion Wimbley,DE,Florida State,College Stats,6-4,248,4.61,38.5,24.0,129.0,6.97,4.48,Cleveland Browns / 1st / 13th pick / 2006,WimbKa20,9599
Eric Winston,OT,Miami (FL),College Stats,6-7,310,4.94,29.0,,108.0,7.47,4.44,Houston Texans / 3rd / 66th pick / 2006,WinsEr20,9652
Rodrique Wright,DT,Texas,College Stats,6-5,300,5.08,32.0,31.0,110.0,7.84,4.51,Miami Dolphins / 7th / 226th pick / 2006,WrigRo99,9812
Claude Wroten,DT,LSU,College Stats,6-2,302,5.08,,,,,,St. Louis Rams / 3rd / 68th pick / 2006,WrotCl20,9654
Justin Wyatt,CB,USC,College Stats,5-9,189,4.72,,14.0,,,,,-9999,N/A
James Wyche,DE,Syracuse,College Stats,6-5,262,4.63,33.0,27.0,116.0,7.75,4.51,Jacksonville Jaguars / 7th / 213th pick / 2006,WychJa00,9799
Ashton Youboty,CB,Ohio State,College Stats,6-0,189,4.44,,,,,,Buffalo Bills / 3rd / 70th pick / 2006,YoubAs20,9656
Vince Young,QB,Texas,College Stats,6-5,229,4.48,,,,,,Tennessee Titans / 1st / 3rd pick / 2006,YounVi00,9589
Alan Zemaitis,CB,Penn State,College Stats,6-1,194,4.57,,,,,,Tampa Bay Buccaneers / 4th / 122nd pick / 2006,-9999,N/A
